,Date,Open_XMR,High_XMR,Low_XMR,Close_XMR,Adj Close_XMR,Volume_XMR,Target_XMR,Month_XMR,Weekday_XMR,Close_Ratio_XMR_2,Trend_XMR_2,Close_Ratio_XMR_7,Trend_XMR_7,Close_Ratio_XMR_15,Trend_XMR_15,Open_BTC,High_BTC,Low_BTC,Close_BTC,Adj Close_BTC,Volume_BTC,Target_BTC,Close_Ratio_BTC_2,Trend_BTC_2,Close_Ratio_BTC_7,Trend_BTC_7,Close_Ratio_BTC_15,Trend_BTC_15,Open_ETH,High_ETH,Low_ETH,Close_ETH,Adj Close_ETH,Volume_ETH,Target_ETH,Close_Ratio_ETH_2,Trend_ETH_2,Close_Ratio_ETH_7,Trend_ETH_7,Close_Ratio_ETH_15,Trend_ETH_15,Open_G,High_G,Low_G,Close_G,Adj Close_G,Volume_G,Target_G,Close_Ratio_G_2,Trend_G_2,Close_Ratio_G_7,Trend_G_7,Close_Ratio_G_15,Trend_G_15,Open_D,High_D,Low_D,Close_D,Adj Close_D,Volume_D,Target_D,Close_Ratio_D_2,Trend_D_2,Close_Ratio_D_7,Trend_D_7,Close_Ratio_D_15,Trend_D_15,Open_S,High_S,Low_S,Close_S,Adj Close_S,Volume_S,Target_S,Close_Ratio_S_2,Trend_S_2,Close_Ratio_S_5,Trend_S_5,Close_Ratio_S_7,Trend_S_7,Close_Ratio_S_10,Trend_S_10,Close_Ratio_S_15,Trend_S_15,hash,difficulty
2114,2023-09-08,143.2573699951172,144.1243438720703,140.928955078125,143.8861541748047,143.8861541748047,46927009,0,9,4,1.002212904332514,2.0,1.018281850893704,5.0,1.0108106967794626,10.0,26245.208984375,26414.005859375,25677.48046875,25905.654296875,25905.654296875,10817356400,1.0,0.9935845130891326,1.0,1.0000536617041869,3.0,0.9904320796578991,6.0,1647.8076171875,1657.1363525390625,1617.7965087890625,1636.1378173828125,1636.1378173828125,4598495496,1.0,0.9965099359614661,1.0,1.0000479011570815,3.0,0.9907741657619127,5.0,1924.0,1924.699951171875,1918.4000244140625,1918.4000244140625,1918.4000244140625,105.0,0.0,1.000234631874745,1.0,0.9945417641842946,3.0,0.999843656858322,9.0,105.0199966430664,105.06999969482422,104.62999725341797,105.06600189208984,105.06600189208984,21732.0,1.0,1.0001808810048836,2.0,1.006725092525398,6.0,1.0107476155561044,9.0,444.8999938964844,447.1099853515625,444.5299987792969,445.5199890136719,443.9540100097656,61659700.0,0.0,1.0007524769633191,1.0,0.9957890211122048,2.0,0.9937101046538669,3.0,0.9966288100430873,6.0,1.0027940139592442,9.0,2058198931.6,245581018265.07156
2115,2023-09-09,143.8959503173828,144.00181579589844,142.32423400878906,143.4068145751953,143.4068145751953,35896666,0,9,5,0.9983315303479408,1.0,1.0114852522054922,5.0,1.0057928036489023,9.0,25905.42578125,25921.9765625,25810.494140625,25895.677734375,25895.677734375,5481314132,0.0,0.9998074072208417,0.0,0.9995203686363778,2.0,0.9904343427801408,6.0,1636.0504150390625,1636.8707275390625,1629.660888671875,1635.162353515625,1635.162353515625,2081625742,0.0,0.99970181156842,0.0,0.9996142871058048,2.0,0.9908944259408059,5.0,1924.0,1924.699951171875,1918.4000244140625,1918.4000244140625,1918.4000244140625,105.0,0.0,1.000234631874745,1.0,0.9945417641842946,3.0,0.999843656858322,9.0,105.0199966430664,105.06999969482422,104.62999725341797,105.06600189208984,105.06600189208984,21732.0,1.0,1.0001808810048836,2.0,1.006725092525398,6.0,1.0107476155561044,9.0,444.8999938964844,447.1099853515625,444.5299987792969,445.5199890136719,443.9540100097656,61659700.0,0.0,1.0007524769633191,1.0,0.9957890211122048,2.0,0.9937101046538669,3.0,0.9966288100430873,6.0,1.0027940139592442,9.0,2112198939.3333333,253463872712.4965
2116,2023-09-10,143.40902709960938,143.7922821044922,141.8271942138672,142.89443969726562,142.89443969726562,33705148,0,9,6,0.9982103645363632,0.0,1.0057892662290706,4.0,1.0022369203133714,8.0,25895.2109375,25978.130859375,25640.26171875,25832.2265625,25832.2265625,7899553047,0.0,0.9987733666627814,0.0,0.9978269282483453,1.0,0.9884516990518708,6.0,1635.211669921875,1635.43310546875,1604.04052734375,1616.828857421875,1616.828857421875,4339499949,0.0,0.9943623783385119,0.0,0.990074389195091,2.0,0.9809526911653806,5.0,1924.0,1924.699951171875,1918.4000244140625,1918.4000244140625,1918.4000244140625,105.0,0.0,1.000234631874745,1.0,0.9945417641842946,3.0,0.999843656858322,9.0,105.0199966430664,105.06999969482422,104.62999725341797,105.06600189208984,105.06600189208984,21732.0,1.0,1.0001808810048836,2.0,1.006725092525398,6.0,1.0107476155561044,9.0,444.8999938964844,447.1099853515625,444.5299987792969,445.5199890136719,443.9540100097656,61659700.0,0.0,1.0007524769633191,1.0,0.9957890211122048,2.0,0.9937101046538669,3.0,0.9966288100430873,6.0,1.0027940139592442,9.0,2181833365.5,261820003849.53503
2117,2023-09-11,142.89007568359375,143.6199951171875,138.17822265625,139.9304656982422,139.9304656982422,58031716,1,9,0,0.9895201096421175,0.0,0.9861567718648544,3.0,0.9839463252395141,7.0,25831.71484375,25883.947265625,24930.296875,25162.654296875,25162.654296875,14600006467,0.0,0.9868698141001362,0.0,0.9754607297485846,1.0,0.9651133259075145,5.0,1616.769775390625,1618.3057861328125,1533.4267578125,1551.6376953125,1551.6376953125,7693700923,0.0,0.9794250117448406,0.0,0.9566835065130402,2.0,0.9454490963091903,4.0,1923.0,1928.300048828125,1921.800048828125,1923.300048828125,1923.300048828125,50.0,1.0,1.001275483333067,2.0,0.9986351920629659,3.0,1.0011035113523585,9.0,104.83999633789062,104.90499877929688,104.38999938964844,104.53900146484375,104.53900146484375,17462.0,1.0,0.997485745002238,1.0,0.9996967294970008,6.0,1.0048638535930683,9.0,448.239990234375,448.7699890136719,446.4700012207031,448.45001220703125,446.8737487792969,60180100.0,1.0,1.003277540845172,2.0,1.0035671725389002,2.0,1.0010619481083807,3.0,1.0012838607900763,6.0,1.007582259098709,9.0,2194107266.3333335,263292871943.5347
2118,2023-09-12,139.93235778808594,142.85325622558594,139.28623962402344,140.80467224121094,140.80467224121094,57433672,1,9,1,1.0031139904658366,1.0,0.9893064660249423,4.0,0.9921588225097123,8.0,25160.658203125,26451.939453125,25133.078125,25833.34375,25833.34375,18657279324,0.0,1.0131518056085207,1.0,1.0011649567463825,2.0,0.9915292699097561,5.0,1551.497802734375,1619.114013671875,1549.4937744140625,1592.429443359375,1592.429443359375,6813819740,0.0,1.012974197511605,1.0,0.9854101867664825,2.0,0.9726762633434421,5.0,1920.800048828125,1920.800048828125,1911.300048828125,1911.300048828125,1911.300048828125,365.0,1.0,0.9968705993599347,1.0,0.9943885544489333,3.0,0.9942363341136796,8.0,104.55999755859375,104.90499877929688,104.4000015258789,104.69000244140625,104.69000244140625,16201.0,0.0,1.0007217019330177,1.0,0.9996344416303524,6.0,1.0053592479117255,10.0,446.95001220703125,448.5299987792969,445.3900146484375,445.989990234375,444.42236328125,67565400.0,1.0,0.9972496512164689,1.0,0.9995158973173769,2.0,0.9969566720186565,3.0,0.9950735816339085,5.0,1.0010579166436357,8.0,2180889842.9583335,261706781142.67993
2119,2023-09-13,140.8067169189453,144.6390838623047,140.5533447265625,143.115966796875,143.115966796875,54374646,1,9,2,1.0081406359308525,2.0,1.0045347993719975,4.0,1.010211254263611,8.0,25837.5546875,26376.11328125,25781.123046875,26228.32421875,26228.32421875,13072077070,1.0,1.0075867809111896,2.0,1.0138057422377151,3.0,1.0105656365302074,5.0,1592.892333984375,1615.05029296875,1582.217529296875,1607.988525390625,1607.988525390625,4979469106,1.0,1.0048615781385977,2.0,0.9971771887034168,3.0,0.9870731096882613,5.0,1910.300048828125,1914.5999755859375,1908.9000244140625,1909.0999755859375,1909.0999755859375,15.0,0.0,0.999424124901024,0.0,0.9955154466881447,2.0,0.9926546917525523,7.0,104.58499908447266,105.0,104.5,104.7490005493164,104.7490005493164,24403.0,1.0,1.0002816958974579,2.0,0.999437063131956,6.0,1.00510473552428,10.0,446.2200012207031,447.7099914550781,445.0799865722656,446.510009765625,444.9405517578125,60199300.0,0.0,1.0005826549369747,1.0,1.0005512618090944,3.0,0.9996130426763654,3.0,0.9968232036087311,5.0,1.0009729435155168,9.0,2189008049.5833335,262680965949.5
2120,2023-09-14,143.11849975585938,147.05880737304688,142.30824279785156,146.32948303222656,146.32948303222656,44084896,1,9,3,1.0111023207904941,2.0,1.0239295790152418,4.0,1.0307821623680953,9.0,26228.27734375,26774.623046875,26171.451171875,26539.673828125,26539.673828125,13811359124,1.0,1.0059003490922362,2.0,1.0241467538904858,3.0,1.0245555610061206,6.0,1608.0316162109375,1640.522705078125,1607.7353515625,1626.974365234375,1626.974365234375,5538958553,1.0,1.005868951356064,2.0,1.0107978859978184,3.0,1.0019315446425916,6.0,1903.0,1910.0,1903.0,1910.0,1910.0,169.0,0.0,1.0002356640097971,1.0,0.9971881774624848,3.0,0.9934153716117843,7.0,104.75,105.43000030517578,104.56500244140625,105.3949966430664,105.3949966430664,24243.0,1.0,1.0030740639865083,2.0,1.004735164510066,6.0,1.0099711101903537,11.0,449.07000732421875,451.0799865722656,447.7200012207031,450.3599853515625,448.7770080566406,83430800.0,1.0,1.0042926796602605,2.0,1.0066924801059587,4.0,1.0078710648078564,4.0,1.0055641083713498,5.0,1.008498918150774,9.0,2214410378.9583335,265729245464.6632
2121,2023-09-15,146.35813903808594,149.1507110595703,146.35813903808594,147.35072326660156,147.35072326660156,57280169,0,9,4,1.0034773887121826,2.0,1.0275170367182989,4.0,1.0358456272836032,9.0,26533.818359375,26840.498046875,26240.701171875,26608.693359375,26608.693359375,11479735788,1.0,1.0012986199746552,2.0,1.0228459428931709,4.0,1.025432784516038,7.0,1626.8701171875,1652.1131591796875,1613.2486572265625,1641.640380859375,1641.640380859375,4348584771,1.0,1.0044869208408629,2.0,1.0194116573598209,4.0,1.011129241200786,7.0,1923.5,1927.300048828125,1923.5,1923.699951171875,1923.699951171875,8.0,1.0,1.0035735585325833,2.0,1.0039214517817034,4.0,1.0003501162457624,8.0,105.4000015258789,105.41999816894531,105.08499908447266,105.32499694824219,105.32499694824219,9744.0,1.0,0.9996678070569801,1.0,1.0033791587570626,5.0,1.0083945628260167,10.0,447.1400146484375,447.4800109863281,442.9200134277344,443.3699951171875,443.3699951171875,111761400.0,1.0,0.9921788567160869,1.0,0.9920212213165723,3.0,0.9931329028154803,4.0,0.9915021064308475,5.0,0.9918865785203204,9.0,2140589123.7083333,256870694854.86108
2122,2023-09-16,147.35768127441406,148.03111267089844,144.27645874023438,144.62464904785156,144.62464904785156,34872985,1,9,5,0.9906633419211328,1.0,1.0072853496265344,4.0,1.0148730940490098,9.0,26606.19921875,26754.76953125,26473.890625,26568.28125,26568.28125,7402031417,1.0,0.9992400449692398,1.0,1.0175341435851641,4.0,1.0218603128745207,7.0,1641.4464111328125,1649.9886474609375,1632.577880859375,1635.2216796875,1635.2216796875,2819575929,1.0,0.9980412049536184,1.0,1.015420483782049,4.0,1.0068975242796296,7.0,1923.5,1927.300048828125,1923.5,1923.699951171875,1923.699951171875,8.0,1.0,1.0035735585325833,2.0,1.0039214517817034,4.0,1.0003501162457624,8.0,105.4000015258789,105.41999816894531,105.08499908447266,105.32499694824219,105.32499694824219,9744.0,1.0,0.9996678070569801,1.0,1.0033791587570626,5.0,1.0083945628260167,10.0,447.1400146484375,447.4800109863281,442.9200134277344,443.3699951171875,443.3699951171875,111761400.0,1.0,0.9921788567160869,1.0,0.9920212213165723,3.0,0.9931329028154803,4.0,0.9915021064308475,5.0,0.9918865785203204,9.0,2221314653.0833335,266557758365.8715
2123,2023-09-17,144.59915161132812,146.1458740234375,143.4450225830078,145.7978515625,145.7978515625,31255846,0,9,6,1.0040396405656684,1.0,1.012531476289942,5.0,1.020375309849972,10.0,26567.927734375,26617.998046875,26445.07421875,26534.1875,26534.1875,6774210670,0.0,0.9993579629948938,0.0,1.0123403861266513,4.0,1.0188107864759501,6.0,1635.2010498046875,1635.512939453125,1616.779296875,1622.896728515625,1622.896728515625,3032716258,0.0,0.996217156767279,0.0,1.0072249141784937,4.0,0.9998882843360545,6.0,1923.5,1927.300048828125,1923.5,1923.699951171875,1923.699951171875,8.0,1.0,1.0035735585325833,2.0,1.0039214517817034,4.0,1.0003501162457624,8.0,105.4000015258789,105.41999816894531,105.08499908447266,105.32499694824219,105.32499694824219,9744.0,1.0,0.9996678070569801,1.0,1.0033791587570626,5.0,1.0083945628260167,10.0,447.1400146484375,447.4800109863281,442.9200134277344,443.3699951171875,443.3699951171875,111761400.0,1.0,0.9921788567160869,1.0,0.9920212213165723,3.0,0.9931329028154803,4.0,0.9915021064308475,5.0,0.9918865785203204,9.0,2071987519.3333333,248638502314.5243
