Date,Open_BTC,High_BTC,Low_BTC,Close_BTC,Adj Close_BTC,Volume_BTC,Target_BTC,Close_Ratio_BTC_2,Trend_BTC_2,Close_Ratio_BTC_7,Trend_BTC_7,Close_Ratio_BTC_15,Trend_BTC_15,edit_counts,sentiment,neg_sentiment
2014-11-07,349.8179931640625,352.73199462890625,341.7760009765625,342.4150085449219,342.4150085449219,16834200,1,0.9900607920571045,1.0,1.023934211570976,5.0,1.0010140464118567,8.0,4.466666666666667,-0.25666333336131203,0.3525228210942497
2014-11-08,342.15399169921875,347.0320129394531,342.15399169921875,345.4880065917969,345.4880065917969,8535470,1,1.0044671966530982,1.0,1.024484718037889,6.0,1.012534777469037,9.0,4.466666666666667,-0.25666333336131203,0.3525228210942497
2014-11-09,345.3760070800781,363.6260070800781,344.2550048828125,363.2640075683594,363.2640075683594,24205600,1,1.0250807061164071,2.0,1.0604085500311895,6.0,1.0613152263505694,10.0,4.6,-0.2566609288106007,0.36918948776091637
2014-11-10,362.2650146484375,374.8160095214844,357.5610046386719,366.92401123046875,366.92401123046875,30450100,1,1.005012412649731,2.0,1.0537914345782793,6.0,1.0694628558384116,10.0,4.6,-0.2566609288106007,0.36918948776091637
2014-11-11,365.85699462890625,371.30999755859375,363.7349853515625,367.69500732421875,367.69500732421875,15838900,1,1.0010495182867263,2.0,1.0401295289179577,6.0,1.0686563251703385,11.0,3.3666666666666667,-0.24535395548517838,0.3627269027269027
2014-11-12,367.9849853515625,429.7179870605469,367.9849853515625,423.5610046386719,423.5610046386719,45783200,0,1.070604199487679,2.0,1.1587915633918362,6.0,1.215493056127964,11.0,3.3666666666666667,-0.24535395548517838,0.3627269027269027
2014-11-13,427.27301025390625,457.0929870605469,401.12298583984375,420.7349853515625,420.7349853515625,58945000,0,0.9966528097721487,1.0,1.1197920302361053,5.0,1.188031175184217,11.0,2.7666666666666666,-0.22683278246276692,0.33680097680097687
2014-11-14,418.4169921875,419.25201416015625,384.78900146484375,397.8179931640625,397.8179931640625,29589200,0,0.972003043432744,0.0,1.0369545671239495,5.0,1.1123245794358934,10.0,2.933333333333333,-0.2206846164307024,0.3344200244200245
2014-11-15,399.6499938964844,405.52801513671875,371.00799560546875,376.13299560546875,376.13299560546875,15727500,1,0.9719814330968558,0.0,0.969368537038005,4.0,1.0443311631859344,10.0,3.033333333333333,-0.20597553219805415,0.32608669108669114
2014-11-16,374.7300109863281,390.79901123046875,374.60198974609375,387.8819885253906,387.8819885253906,11905600,0,1.015377961380283,1.0,0.99066894647219,4.0,1.064707197912302,11.0,2.8,-0.22314098483731604,0.33553113553113556
2014-11-17,388.3489990234375,410.1990051269531,377.50201416015625,387.4079895019531,387.4079895019531,41518800,0,0.9993886171150521,1.0,0.9821181131323216,3.0,1.0515684720690777,10.0,2.8,-0.22314098483731604,0.33553113553113556
2014-11-18,387.7850036621094,392.4020080566406,371.11700439453125,375.197998046875,375.197998046875,32222500,1,0.9839891219654286,0.0,0.9485870006237579,2.0,1.0097206710236146,9.0,2.8,-0.22314098483731604,0.33553113553113556
2014-11-19,373.89599609375,386.4809875488281,373.89599609375,380.55499267578125,380.55499267578125,18931800,0,1.0070882877006995,1.0,0.9773110256240363,2.0,1.0150204700523136,9.0,2.7666666666666666,-0.18982170826604222,0.30219780219780223
2014-11-20,380.3070068359375,382.0249938964844,356.781005859375,357.8399963378906,357.8399963378906,25233200,0,0.9692373368239773,1.0,0.940682001871212,2.0,0.9513300207590923,8.0,2.8333333333333335,-0.22281877901564295,0.33553113553113556
2014-11-21,357.8789978027344,357.8789978027344,344.11199951171875,350.8479919433594,350.8479919433594,29850100,1,0.9901338748361057,0.0,0.93886226045051,2.0,0.9324840479775857,7.0,2.8666666666666667,-0.19536381270895656,0.33553113553113556
2014-11-22,351.60400390625,364.84100341796875,350.87799072265625,352.9200134277344,352.9200134277344,15273000,1,1.002944182555276,1.0,0.9528625804794665,3.0,0.9362483847745233,8.0,2.8333333333333335,-0.16209511266559617,0.30219780219780223
2014-11-23,353.17498779296875,370.8450012207031,353.17498779296875,367.572998046875,367.572998046875,15151600,1,1.0203374417041893,2.0,1.0002600767521825,3.0,0.971326840530281,8.0,2.8333333333333335,-0.16209511266559617,0.30219780219780223
2014-11-24,366.947998046875,387.2090148925781,366.66900634765625,376.9010009765625,376.9010009765625,30930100,0,1.0125296557595342,2.0,1.0298504843738685,4.0,0.9935894534171869,8.0,2.8333333333333335,-0.16209511266559617,0.30219780219780223
2014-11-25,376.885986328125,394.70098876953125,374.78399658203125,375.3479919433594,375.3479919433594,25442200,0,0.9979355119809799,1.0,1.0255469718308954,4.0,0.9880326250391477,7.0,2.8333333333333335,-0.16209511266559617,0.30219780219780223
2014-11-26,376.0190124511719,377.697998046875,365.8160095214844,368.3699951171875,368.3699951171875,18601700,1,0.9906174155424806,0.0,1.0112910730901146,3.0,0.9695495227281926,6.0,2.8333333333333335,-0.16209511266559617,0.30219780219780223
2014-11-27,370.50201416015625,373.99200439453125,368.2820129394531,369.6700134277344,369.6700134277344,8748030,1,1.0017614469344418,1.0,1.010173244794,4.0,0.9822594839140972,6.0,2.8333333333333335,-0.16209511266559617,0.30219780219780223
2014-11-28,369.3739929199219,382.8380126953125,358.4549865722656,376.4469909667969,376.4469909667969,22946500,0,1.009082995695242,2.0,1.018513990369236,5.0,1.0081761547730583,7.0,2.8333333333333335,-0.16209511266559617,0.30219780219780223
2014-11-29,376.1520080566406,387.60101318359375,372.1449890136719,375.4909973144531,375.4909973144531,15375600,1,0.9987286270048293,1.0,1.00714115774978,4.0,1.009640619609603,7.0,2.8333333333333335,-0.16209511266559617,0.30219780219780223
2014-11-30,375.510009765625,382.5270080566406,373.3089904785156,378.0469970703125,378.0469970703125,9194440,1,1.0033919985122266,1.0,1.0099436138384283,4.0,1.0161646866381142,8.0,2.8333333333333335,-0.16209511266559617,0.30219780219780223
2014-12-01,378.2489929199219,383.6619873046875,376.66900634765625,379.2449951171875,379.2449951171875,11763000,1,1.001581949973371,2.0,1.0122385284842623,4.0,1.0209649820126923,8.0,2.8333333333333335,-0.16010701861391718,0.30219780219780223
2014-12-02,379.25,384.0379943847656,377.8630065917969,381.31500244140625,381.31500244140625,12364100,0,1.0027216884017875,2.0,1.0154531908866604,5.0,1.027661422909321,9.0,2.8333333333333335,-0.13101358221382156,0.28553113553113557
2014-12-03,381.72198486328125,383.0260009765625,374.34600830078125,375.010009765625,375.010009765625,13340100,0,0.9916636464826376,1.0,0.9961464627420351,5.0,1.0107033157471155,9.0,2.7666666666666666,-0.09783557659795142,0.25219780219780225
2014-12-04,375.7179870605469,378.6549987792969,367.7590026855469,369.60400390625,369.60400390625,14529600,1,0.9927398547970959,0.0,0.9818109763773454,4.0,0.9980972736049222,8.0,2.533333333333333,-0.08116982727515101,0.22838827838827844
2014-12-05,369.4419860839844,379.1919860839844,365.7560119628906,376.85400390625,376.85400390625,15181800,0,1.0097125356337808,1.0,1.0009151801979355,4.0,1.0142038256031767,9.0,2.466666666666667,-0.07607676237093805,0.21172161172161177
2014-12-06,376.7569885253906,378.447998046875,370.94500732421875,374.7850036621094,374.7850036621094,7009320,1,0.9972473484966752,1.0,0.9956866815823511,4.0,1.00432241035732,9.0,1.6333333333333333,-0.07894363031973914,0.21428571428571433
2014-12-07,374.83599853515625,376.2919921875,373.2749938964844,375.0950012207031,375.0950012207031,6491650,0,1.0004133962188286,1.0,0.9976279522585432,4.0,1.0011868868699685,9.0,1.4333333333333333,-0.07553436914606701,0.19761904761904767
2014-12-08,374.9649963378906,376.02899169921875,361.885986328125,361.90899658203125,361.90899658203125,18898700,0,0.982108638924641,1.0,0.9689398323156341,3.0,0.9669659692772007,8.0,1.4666666666666666,-0.054638172780710564,0.19761904761904767
2014-12-09,361.8949890136719,363.0669860839844,344.95098876953125,352.218994140625,352.218994140625,32915500,0,0.9864310003706751,0.0,0.9536089085384597,2.0,0.9452314037745576,7.0,1.3666666666666667,-0.08780079294764806,0.21428571428571433
2014-12-10,352.2049865722656,352.3840026855469,346.364990234375,346.364990234375,346.364990234375,16427700,1,0.9916201859229747,0.0,0.9482656216464401,2.0,0.9343663342172124,7.0,1.4666666666666666,-0.12086229532484023,0.24761904761904766
2014-12-11,344.3399963378906,361.35699462890625,338.76300048828125,350.5060119628906,350.5060119628906,32431300,1,1.0059423074219744,1.0,0.9668243594136762,3.0,0.9485848184155867,8.0,1.0666666666666667,-0.12030341171082995,0.230952380952381
2014-12-12,350.8330078125,352.9830017089844,349.2909851074219,352.5419921875,352.5419921875,16989800,0,1.002895933439239,2.0,0.9818466365724463,3.0,0.9570524038338092,8.0,1.0666666666666667,-0.12030341171082995,0.230952380952381
2014-12-13,352.3810119628906,352.3810119628906,346.5880126953125,347.3760070800781,347.3760070800781,11675900,1,0.9926191566543112,1.0,0.9781256309334598,3.0,0.9480160062121158,7.0,1.6,-0.14118536567049367,0.2580357142857143
2014-12-14,346.72698974609375,353.3160095214844,345.4179992675781,351.6319885253906,351.6319885253906,12415200,0,1.006088601950291,1.0,0.9995431315096805,3.0,0.9638147052973586,8.0,1.4333333333333333,-0.17891996316611766,0.27708333333333335
2014-12-15,351.3609924316406,351.81500244140625,344.9339904785156,345.3450012207031,345.3450012207031,17264200,0,0.9909796343391798,1.0,0.988319643424739,3.0,0.9522727144206056,7.0,1.3,-0.16037845723330973,0.2520833333333334
2014-12-16,345.6730041503906,345.8590087890625,327.06201171875,327.06201171875,327.06201171875,30864900,0,0.9728096388792432,0.0,0.945723562045951,3.0,0.9105933732295239,6.0,1.1,-0.14668915482858816,0.24375000000000002
2014-12-17,326.8550109863281,333.9540100097656,315.1520080566406,319.7760009765625,319.7760009765625,37567900,0,0.9887359576908176,0.0,0.9349242051665564,3.0,0.9005948088007338,5.0,1.3,-0.16888244959215323,0.2715277777777778
2014-12-18,319.7850036621094,323.7090148925781,304.23199462890625,311.39599609375,311.39599609375,39173000,1,0.9867231041273858,0.0,0.925542496691227,2.0,0.8875952715651706,5.0,1.4,-0.20200120885339048,0.30486111111111114
2014-12-19,311.1789855957031,318.5329895019531,306.7690124511719,317.8429870605469,317.8429870605469,23823100,1,1.0102456954184227,1.0,0.9588313012874848,2.0,0.9149711638241261,6.0,1.4,-0.20200120885339048,0.30486111111111114
2014-12-20,317.6189880371094,330.32501220703125,316.04400634765625,329.95599365234375,329.95599365234375,20856700,0,1.0186987120270963,2.0,1.0029014100583884,3.0,0.9584672563252719,6.0,1.4,-0.19960215071009263,0.30486111111111114
2014-12-21,329.5429992675781,329.6289978027344,318.90301513671875,320.8429870605469,320.8429870605469,15207600,1,0.985997202113294,1.0,0.9884165894881171,2.0,0.9418340492064458,6.0,1.3666666666666667,-0.22705711701677905,0.30486111111111114
2014-12-22,321.0679931640625,334.11700439453125,320.42498779296875,331.885986328125,331.885986328125,22315100,1,1.0169181999233892,1.0,1.0285288766434617,3.0,0.9825592756120309,6.0,1.3666666666666667,-0.22705711701677905,0.30486111111111114
2014-12-23,332.0169982910156,336.2869873046875,329.60198974609375,334.5719909667969,334.5719909667969,16574200,0,1.0040302685693314,2.0,1.0334169934422954,4.0,0.9958845480992147,7.0,1.3666666666666667,-0.22705711701677905,0.30486111111111114
2014-12-24,334.385009765625,334.7409973144531,321.35699462890625,322.53399658203125,322.53399658203125,15092300,0,0.9816802850485804,1.0,0.9950234408625087,4.0,0.9657412108511502,7.0,1.3666666666666667,-0.22705711701677905,0.30486111111111114
2014-12-25,322.2860107421875,322.6700134277344,316.9580078125,319.00799560546875,319.00799560546875,9883640,1,0.9945038656557154,0.0,0.98085515016467,4.0,0.960428331255789,7.0,1.3666666666666667,-0.22705711701677905,0.30486111111111114
2014-12-26,319.1520080566406,331.42401123046875,316.62701416015625,327.92401123046875,327.92401123046875,16410500,0,1.0137819980010065,1.0,1.0038243011221821,4.0,0.9917666755164882,7.0,1.3666666666666667,-0.22705711701677905,0.30486111111111114
2014-12-27,327.5830078125,328.9110107421875,312.6300048828125,315.8630065917969,315.8630065917969,15185200,1,0.9812655361093323,1.0,0.9728997113840063,3.0,0.962407015680213,6.0,1.3666666666666667,-0.22705711701677905,0.30486111111111114
2014-12-28,316.1600036621094,320.02801513671875,311.0780029296875,317.239013671875,317.239013671875,11676600,0,1.0021734365647816,1.0,0.9786900171030977,4.0,0.9725532221203614,7.0,1.3666666666666667,-0.22705711701677905,0.30486111111111114
2014-12-29,317.70098876953125,320.2669982910156,312.3070068359375,312.6700134277344,312.6700134277344,12302500,0,0.9927465712546168,1.0,0.9728332911137855,3.0,0.9662402980860134,6.0,1.3666666666666667,-0.22705711701677905,0.30486111111111114
2014-12-30,312.718994140625,314.8089904785156,309.37298583984375,310.73699951171875,310.73699951171875,12528300,1,0.9968992746698482,0.0,0.9771713342678817,2.0,0.9671625126931276,6.0,1.3666666666666667,-0.22705711701677905,0.30486111111111114
2014-12-31,310.91400146484375,320.1929931640625,310.21099853515625,320.1929931640625,320.1929931640625,13942900,0,1.0149873896662303,1.0,1.0079675516207995,3.0,0.9980165831639298,7.0,1.3,-0.22309002756244606,0.2881944444444445
2015-01-01,320.43499755859375,320.43499755859375,314.00299072265625,314.2489929199219,314.2489929199219,8036550,1,0.99063113669253,1.0,0.9913775765579451,3.0,0.9806158191819232,7.0,1.2333333333333334,-0.21895372052159573,0.2715277777777778
2015-01-02,314.0790100097656,315.8389892578125,313.56500244140625,315.0320129394531,315.0320129394531,7860650,0,1.0012443090006538,1.0,0.9996559621541492,3.0,0.9823161998844284,8.0,1.2333333333333334,-0.21895372052159573,0.2715277777777778
2015-01-03,314.84600830078125,315.1499938964844,281.0820007324219,281.0820007324219,281.0820007324219,33054400,0,0.9430477871206049,1.0,0.9062141529128266,3.0,0.8832042847201692,7.0,1.2333333333333334,-0.21895372052159573,0.2715277777777778
2015-01-04,281.14599609375,287.2300109863281,257.61199951171875,264.19500732421875,264.19500732421875,55629100,1,0.9690304319479962,0.0,0.873100606182573,2.0,0.8417379728454618,6.0,1.2333333333333334,-0.21895372052159573,0.2715277777777778
2015-01-05,265.0840148925781,278.34100341796875,265.0840148925781,274.4739990234375,274.4739990234375,43962800,1,1.0190822036874063,1.0,0.9237274469327403,3.0,0.8831857608753361,7.0,1.2,-0.1884574113206731,0.23819444444444446
2015-01-06,274.6109924316406,287.5530090332031,272.6960144042969,286.1889953613281,286.1889953613281,23245700,1,1.0208948984598956,2.0,0.9746566706763587,4.0,0.9299980878090033,7.0,1.2,-0.1884574113206731,0.23819444444444446
2015-01-07,286.0769958496094,298.7539978027344,283.0790100097656,294.3370056152344,294.3370056152344,24866800,0,1.0140355647123465,2.0,1.015176223187232,4.0,0.9648862370827834,7.0,1.1666666666666667,-0.20935360768602954,0.23819444444444446
2015-01-08,294.135009765625,294.135009765625,282.17498779296875,283.3489990234375,283.3489990234375,19982500,1,0.9809792750671369,1.0,0.992387378579493,4.0,0.9368889076768165,7.0,1.1333333333333333,-0.17619339206980333,0.20486111111111113
2015-01-09,282.38299560546875,291.114013671875,280.5329895019531,290.4079895019531,290.4079895019531,18718600,0,1.0123031015215307,1.0,1.029797830246839,4.0,0.9663213879326935,8.0,1.0333333333333334,-0.14313188969261115,0.1715277777777778
2015-01-10,287.3030090332031,288.12701416015625,273.96600341796875,274.7959899902344,274.7959899902344,15264300,0,0.9723781146662388,1.0,0.9775499422557667,4.0,0.9252778584554225,7.0,1.0333333333333334,-0.14313188969261115,0.1715277777777778
2015-01-11,274.6080017089844,279.63800048828125,265.03900146484375,265.6600036621094,265.6600036621094,18200800,1,0.9830957812746511,0.0,0.9443468240688873,4.0,0.9047112095224438,7.0,1.0333333333333334,-0.14313188969261115,0.1715277777777778
2015-01-12,266.14599609375,272.2030029296875,265.20001220703125,267.7959899902344,267.7959899902344,18880300,0,1.0040040534805894,1.0,0.9551788658971264,4.0,0.922338880933679,7.0,0.5,-0.12224993573294746,0.14444444444444446
2015-01-13,267.3940124511719,268.2770080566406,219.906005859375,225.86099243164062,225.86099243164062,72843904,0,0.9150523560856748,1.0,0.8311540078327629,3.0,0.7937279181691869,7.0,0.43333333333333335,-0.08894656466113197,0.11111111111111113
2015-01-14,223.8939971923828,223.8939971923828,171.50999450683594,178.10299682617188,178.10299682617188,97638704,1,0.8817766016886488,0.0,0.6980626273243904,2.0,0.6459679061602713,7.0,0.7,-0.12187212175793119,0.14444444444444446
2015-01-15,176.89700317382812,229.06700134277344,176.89700317382812,209.843994140625,209.843994140625,81773504,0,1.0818178721668954,1.0,0.8577725226168444,3.0,0.7819544603851147,7.0,0.7666666666666667,-0.13463399973180562,0.1527777777777778
2015-01-16,209.07000732421875,221.59100341796875,199.77099609375,208.0970001220703,208.0970001220703,38421000,0,0.9958199984147604,1.0,0.8935820477395546,2.0,0.7964474132756847,7.0,0.6,-0.14574475453959573,0.15833333333333335
2015-01-17,207.83399963378906,211.7310028076172,194.875,199.25999450683594,199.25999450683594,23469700,1,0.9783064836697238,0.0,0.8972090219784059,2.0,0.7858389526800215,6.0,0.5333333333333333,-0.14564795394738514,0.15833333333333335
2015-01-18,200.0500030517578,218.69500732421875,194.50599670410156,210.33900451660156,210.33900451660156,30085100,1,1.0270484303823497,1.0,0.9820403245439565,3.0,0.845253660301883,7.0,0.7666666666666667,-0.16717131748085928,0.18690476190476193
2015-01-19,211.4709930419922,216.72799682617188,207.3179931640625,214.86099243164062,214.86099243164062,18658300,0,1.0106349669508334,2.0,1.0398668199545358,3.0,0.8749898687245616,8.0,0.7666666666666667,-0.1416653038490386,0.17023809523809524
2015-01-20,212.90699768066406,215.24099731445312,205.1529998779297,211.31500244140625,211.31500244140625,24051100,1,0.9916795173053079,1.0,1.0330949879847955,3.0,0.8755626613081207,7.0,0.7666666666666667,-0.1416653038490386,0.17023809523809524
2015-01-21,211.3780059814453,227.78799438476562,211.21200561523438,226.89700317382812,226.89700317382812,29924600,1,1.0355581328963028,1.0,1.072717199912488,4.0,0.9557789054671084,7.0,0.8333333333333334,-0.1427240015495391,0.18690476190476193
2015-01-22,227.32200622558594,237.0189971923828,226.4340057373047,233.406005859375,233.406005859375,33544600,0,1.0141406911486806,2.0,1.0862047552317988,4.0,1.0003137519415601,7.0,1.0,-0.12537619525478,0.1935714285714286
2015-01-23,233.51699829101562,234.84500122070312,225.1959991455078,232.87899780273438,232.87899780273438,24621700,1,0.9988697726658554,1.0,1.0661862850546107,4.0,1.0126576987138523,7.0,1.0,-0.12537619525478,0.1935714285714286
2015-01-24,232.6999969482422,248.2100067138672,230.02200317382812,247.8470001220703,247.8470001220703,24782500,1,1.0311362447297416,1.0,1.099765834660432,5.0,1.0912085687891782,7.0,1.0,-0.12537619525478,0.1935714285714286
2015-01-25,247.3520050048828,255.07400512695312,243.88999938964844,253.71800231933594,253.71800231933594,33582700,1,1.0117053665401057,2.0,1.0956880812276821,5.0,1.1240110945595547,8.0,1.0,-0.12537619525478,0.1935714285714286
