Date,Open_XMR,High_XMR,Low_XMR,Close_XMR,Adj Close_XMR,Volume_XMR,Target_XMR,Open_BTC,High_BTC,Low_BTC,Close_BTC,Adj Close_BTC,Volume_BTC,Target_BTC,Open_ETH,High_ETH,Low_ETH,Close_ETH,Adj Close_ETH,Volume_ETH,Target_ETH,Open_G,High_G,Low_G,Close_G,Adj Close_G,Volume_G,Target_G,Open_D,High_D,Low_D,Close_D,Adj Close_D,Volume_D,Target_D,Open_S,High_S,Low_S,Close_S,Adj Close_S,Volume_S,Target_S,hash,difficulty
2017-11-19,130.7209930419922,133.6179962158203,127.20800018310547,129.47900390625,129.47900390625,42133000,1,7766.02978515625,8101.91015625,7694.10009765625,8036.490234375,8036.490234375,3149319936,1,347.4010009765625,371.2909851074219,344.739990234375,354.385986328125,354.385986328125,1181529984,1,1288.300048828125,1295.800048828125,1288.300048828125,1295.800048828125,1295.800048828125,1.0,0.0,93.71499633789062,93.84500122070312,93.41999816894531,93.57499694824219,93.57499694824219,19683.0,1.0,258.2200012207031,258.5899963378906,257.7699890136719,257.8599853515625,232.96011352539062,75756800.0,1.0,249484036.3,29938084412.31597
2017-11-20,129.49600219726562,140.55099487304688,128.48500061035156,135.76499938964844,135.76499938964844,59945400,1,8039.06982421875,8336.8603515625,7949.35986328125,8200.6396484375,8200.6396484375,3488450048,0,354.093994140625,372.1369934082031,353.28900146484375,366.7300109863281,366.7300109863281,807027008,0,1274.5999755859375,1275.9000244140625,1274.5999755859375,1274.5999755859375,1274.5999755859375,1.0,1.0,93.7300033569336,94.0199966430664,93.48500061035156,93.99700164794922,93.99700164794922,11698.0,0.0,258.1400146484375,258.5199890136719,257.8599853515625,258.29998779296875,233.3575897216797,48075500.0,1.0,262458239.5,31494988793.18467
2017-11-21,136.10499572753906,142.21400451660156,131.3719940185547,141.73800659179688,141.73800659179688,72701504,1,8205.740234375,8348.66015625,7762.7099609375,8071.259765625,8071.259765625,4277609984,1,367.4429931640625,372.4700012207031,350.6929931640625,360.4010009765625,360.4010009765625,949912000,1,1281.0999755859375,1281.0999755859375,1281.0999755859375,1281.0999755859375,1281.0999755859375,4.0,1.0,93.94499969482422,94.08499908447266,93.79499816894531,93.87699890136719,93.87699890136719,24893.0,0.0,259.17999267578125,260.20001220703125,258.260009765625,259.989990234375,234.8844451904297,69176800.0,0.0,255466608.6,30655993096.783974
2017-11-22,142.08200073242188,173.44900512695312,141.13699340820312,165.9499969482422,165.9499969482422,189472000,0,8077.9501953125,8302.259765625,8075.47021484375,8253.5498046875,8253.5498046875,3633530112,0,360.31201171875,381.4200134277344,360.1470031738281,380.6520080566406,380.6520080566406,800819008,1,1284.699951171875,1291.5999755859375,1282.9000244140625,1291.5999755859375,1291.5999755859375,4.0,0.0,93.8550033569336,93.87999725341797,93.12000274658203,93.13500213623047,93.13500213623047,9956.0,0.0,260.0,260.1499938964844,259.57000732421875,259.760009765625,234.67669677734375,45033400.0,1.0,273969143.8,32876297319.45993
2017-11-23,166.11000061035156,172.91900634765625,156.45399475097656,158.60699462890625,158.60699462890625,109392000,1,8232.3798828125,8267.400390625,8038.77001953125,8038.77001953125,8038.77001953125,4225179904,1,381.4389953613281,425.5480041503906,376.0880126953125,410.1659851074219,410.1659851074219,1845680000,1,1284.699951171875,1291.5999755859375,1282.9000244140625,1291.5999755859375,1291.5999755859375,4.0,0.0,93.8550033569336,93.87999725341797,93.12000274658203,93.13500213623047,93.13500213623047,9956.0,0.0,260.0,260.1499938964844,259.57000732421875,259.760009765625,234.67669677734375,45033400.0,1.0,273563127.5,32827575363.600697
2017-11-24,158.61900329589844,162.94200134277344,156.76100158691406,160.02699279785156,160.02699279785156,69178000,1,8074.02001953125,8374.16015625,7940.93017578125,8253.6904296875,8253.6904296875,5058610176,1,412.5010070800781,480.9729919433594,402.75799560546875,474.9110107421875,474.9110107421875,2292829952,0,1286.699951171875,1286.699951171875,1286.699951171875,1286.699951171875,1286.699951171875,0.0,1.0,93.11000061035156,93.17500305175781,92.61000061035156,92.70700073242188,92.70700073242188,22703.0,1.0,260.32000732421875,260.4800109863281,260.1600036621094,260.3599853515625,235.21871948242188,27856500.0,0.0,275708882.4,33085065946.053
2017-11-25,159.9949951171875,170.10400390625,159.9949951171875,168.44200134277344,168.44200134277344,64076700,0,8241.7099609375,8790.919921875,8191.14990234375,8790.919921875,8790.919921875,4342060032,1,475.6759948730469,485.1919860839844,461.0530090332031,466.2760009765625,466.2760009765625,1422080000,1,1286.699951171875,1286.699951171875,1286.699951171875,1286.699951171875,1286.699951171875,0.0,1.0,93.11000061035156,93.17500305175781,92.61000061035156,92.70700073242188,92.70700073242188,22703.0,1.0,260.32000732421875,260.4800109863281,260.1600036621094,260.3599853515625,235.21871948242188,27856500.0,0.0,269710040.2,32365204890.42657
2017-11-26,168.57200622558594,168.72000122070312,159.76300048828125,163.37399291992188,163.37399291992188,61100400,1,8789.0400390625,9522.9296875,8775.58984375,9330.5498046875,9330.5498046875,5475579904,1,465.9739990234375,472.7229919433594,451.6059875488281,471.3299865722656,471.3299865722656,1197779968,1,1286.699951171875,1286.699951171875,1286.699951171875,1286.699951171875,1286.699951171875,0.0,1.0,93.11000061035156,93.17500305175781,92.61000061035156,92.70700073242188,92.70700073242188,22703.0,1.0,260.32000732421875,260.4800109863281,260.1600036621094,260.3599853515625,235.21871948242188,27856500.0,0.0,288185191.2,34582223004.4
2017-11-27,162.91600036621094,173.39199829101562,159.947998046875,173.39199829101562,173.39199829101562,81489696,1,9352.7197265625,9818.349609375,9352.7197265625,9818.349609375,9818.349609375,5653320192,1,471.531005859375,493.4049987792969,468.4849853515625,480.3550109863281,480.3550109863281,1396480000,0,1293.800048828125,1293.800048828125,1293.800048828125,1293.800048828125,1293.800048828125,1.0,1.0,92.66500091552734,92.86499786376953,92.43000030517578,92.82499694824219,92.82499694824219,21741.0,1.0,260.4100036621094,260.75,260.0,260.2300109863281,235.101318359375,52274900.0,1.0,267989360.8,32158723354.415493
2017-11-28,175.34800720214844,203.2100067138672,173.17300415039062,203.2100067138672,203.2100067138672,179179008,0,9823.4296875,10125.7001953125,9736.2998046875,10058.7998046875,10058.7998046875,6348819968,0,480.51800537109375,482.4800109863281,466.34698486328125,472.9020080566406,472.9020080566406,1346499968,0,1294.699951171875,1294.699951171875,1294.699951171875,1294.699951171875,1294.699951171875,275442.0,0.0,92.79499816894531,93.2699966430664,92.76000213623047,93.21299743652344,93.21299743652344,17793.0,0.0,260.760009765625,262.8999938964844,260.6499938964844,262.8699951171875,237.486328125,98971700.0,0.0,285471476.4,34256577234.198605
2017-11-29,203.91299438476562,214.27499389648438,165.33099365234375,168.14999389648438,168.14999389648438,178828000,1,10077.400390625,11517.400390625,9601.0302734375,9888.6103515625,9888.6103515625,11568799744,1,473.281005859375,522.3070068359375,425.0710144042969,427.52301025390625,427.52301025390625,2675940096,1,1293.4000244140625,1296.199951171875,1281.0999755859375,1282.0999755859375,1282.0999755859375,47244.0,0.0,93.17500305175781,93.375,92.92500305175781,93.10700225830078,93.10700225830078,27689.0,0.0,263.0199890136719,263.6300048828125,262.20001220703125,262.7099914550781,237.34181213378906,77512100.0,1.0,292821732.0,35138607905.0
2017-11-30,170.48599243164062,195.3939971923828,156.531005859375,180.13800048828125,180.13800048828125,128112000,1,9906.7900390625,10801.0,9202.0498046875,10233.599609375,10233.599609375,8310689792,1,431.2149963378906,465.49700927734375,401.2430114746094,447.114013671875,447.114013671875,1903040000,1,1283.0999755859375,1284.5,1269.699951171875,1273.199951171875,1273.199951171875,3049.0,1.0,93.19999694824219,93.46499633789062,92.68000030517578,93.00199890136719,93.00199890136719,27689.0,0.0,263.760009765625,266.04998779296875,263.6700134277344,265.010009765625,239.419677734375,127894400.0,0.0,292821732.0,35138607905.0
2017-12-01,179.7220001220703,191.8489990234375,169.76300048828125,190.93800354003906,190.93800354003906,70430496,1,10198.599609375,11046.7001953125,9694.650390625,10975.599609375,10975.599609375,6783119872,1,445.2090148925781,472.6090087890625,428.31201171875,466.5400085449219,466.5400085449219,1247879936,0,1274.0999755859375,1288.5999755859375,1271.0,1278.800048828125,1278.800048828125,823.0,0.0,92.90499877929688,93.20999908447266,92.55000305175781,92.84100341796875,92.84100341796875,30067.0,1.0,264.760009765625,265.30999755859375,260.760009765625,264.4599914550781,238.92282104492188,164390900.0,0.0,292821732.0,35138607905.0
2017-12-02,190.83399963378906,205.26400756835938,186.6840057373047,203.03399658203125,203.03399658203125,80791104,0,10978.2998046875,11320.2001953125,10905.099609375,11074.599609375,11074.599609375,5138500096,1,466.85101318359375,476.239013671875,456.65301513671875,463.4490051269531,463.4490051269531,943649984,1,1274.0999755859375,1288.5999755859375,1271.0,1278.800048828125,1278.800048828125,823.0,0.0,92.90499877929688,93.20999908447266,92.55000305175781,92.84100341796875,92.84100341796875,30067.0,1.0,264.760009765625,265.30999755859375,260.760009765625,264.4599914550781,238.92282104492188,164390900.0,0.0,288223951.2,34586874203.954704
2017-12-03,203.36500549316406,209.08599853515625,191.2480010986328,200.05099487304688,200.05099487304688,111303000,1,11082.7001953125,11858.7001953125,10862.0,11323.2001953125,11323.2001953125,6608309760,1,463.7049865722656,482.8139953613281,451.85198974609375,465.8529968261719,465.8529968261719,990556992,1,1274.0999755859375,1288.5999755859375,1271.0,1278.800048828125,1278.800048828125,823.0,0.0,92.90499877929688,93.20999908447266,92.55000305175781,92.84100341796875,92.84100341796875,30067.0,1.0,264.760009765625,265.30999755859375,260.760009765625,264.4599914550781,238.92282104492188,164390900.0,0.0,299528006.1,35943360787.230774
2017-12-04,199.56199645996094,210.24200439453125,192.04200744628906,210.24200439453125,210.24200439453125,74534400,1,11315.400390625,11657.2001953125,11081.7998046875,11657.2001953125,11657.2001953125,6132409856,1,466.0539855957031,474.7770080566406,453.31201171875,470.2040100097656,470.2040100097656,1005550016,0,1272.5,1276.0999755859375,1270.300048828125,1274.300048828125,1274.300048828125,850.0,0.0,93.04000091552734,93.34500122070312,93.00499725341797,93.14399719238281,93.14399719238281,18286.0,1.0,266.30999755859375,266.79998779296875,264.0799865722656,264.1400146484375,238.6337432861328,94040600.0,0.0,304936329.2,36592359561.82168
2017-12-05,211.1280059814453,272.64300537109375,208.8939971923828,269.4840087890625,269.4840087890625,352326016,1,11685.7001953125,12032.0,11604.599609375,11916.7001953125,11916.7001953125,6895260160,1,470.29400634765625,473.5580139160156,457.6600036621094,463.281005859375,463.281005859375,1216720000,0,1275.4000244140625,1275.800048828125,1260.0,1261.5999755859375,1261.5999755859375,1499.0,1.0,93.0199966430664,93.44499969482422,93.0,93.33399963378906,93.33399963378906,21657.0,1.0,263.19000244140625,265.1499938964844,263.0400085449219,263.19000244140625,237.7754669189453,77994500.0,1.0,301501525.1,36180183077.16783
2017-12-06,268.16400146484375,316.6679992675781,260.6109924316406,278.68499755859375,278.68499755859375,543884032,1,11923.400390625,14369.099609375,11923.400390625,14291.5,14291.5,12656300032,1,462.60400390625,462.7080078125,420.2099914550781,428.5880126953125,428.5880126953125,1998259968,1,1264.9000244140625,1267.800048828125,1261.5999755859375,1262.800048828125,1262.800048828125,373.0,0.0,93.30999755859375,93.62000274658203,93.13500213623047,93.58200073242188,93.58200073242188,14810.0,1.0,263.29998779296875,263.7300109863281,262.7099914550781,263.239990234375,237.82061767578125,75898600.0,1.0,293479890.0,35217586884.0
2017-12-07,277.86700439453125,300.3219909667969,263.1730041503906,280.8550109863281,280.8550109863281,299528000,0,14266.099609375,17899.69921875,14057.2998046875,17899.69921875,17899.69921875,17950699520,0,426.3689880371094,441.3970031738281,414.4110107421875,434.4079895019531,434.4079895019531,2129570048,1,1262.300048828125,1262.4000244140625,1243.9000244140625,1249.800048828125,1249.800048828125,358.0,0.0,93.56500244140625,93.77999877929688,93.49500274658203,93.76899719238281,93.76899719238281,14810.0,1.0,264.07000732421875,264.42999267578125,262.94000244140625,264.07000732421875,238.57046508789062,77218600.0,1.0,293479890.0,35217586884.0
2017-12-08,281.3089904785156,284.8609924316406,250.64999389648438,276.7439880371094,276.7439880371094,201496992,0,17802.900390625,18353.400390625,14336.900390625,16569.400390625,16569.400390625,21135998976,0,434.989013671875,466.06201171875,422.36700439453125,456.031005859375,456.031005859375,2336379904,1,1246.300048828125,1249.300048828125,1241.5,1245.199951171875,1245.199951171875,157.0,0.0,93.80000305175781,94.07499694824219,93.78500366210938,93.8740005493164,93.8740005493164,26429.0,0.0,265.1600036621094,265.5199890136719,264.0299987792969,265.510009765625,239.87144470214844,76563900.0,1.0,339005166.5,40680620051.75524
2017-12-09,277.2659912109375,281.39801025390625,250.38800048828125,262.5329895019531,262.5329895019531,161152000,0,16523.30078125,16783.0,13674.900390625,15178.2001953125,15178.2001953125,13911300096,1,457.343994140625,504.1470031738281,456.25299072265625,473.50201416015625,473.50201416015625,2003849984,0,1246.300048828125,1249.300048828125,1241.5,1245.199951171875,1245.199951171875,157.0,0.0,93.80000305175781,94.07499694824219,93.78500366210938,93.8740005493164,93.8740005493164,26429.0,0.0,265.1600036621094,265.5199890136719,264.0299987792969,265.510009765625,239.87144470214844,76563900.0,1.0,378571193.1,45428543233.71831
2017-12-10,262.89898681640625,262.89898681640625,220.7689971923828,245.33299255371094,245.33299255371094,142120000,1,15168.400390625,15850.599609375,13226.599609375,15455.400390625,15455.400390625,13433299968,1,472.78900146484375,472.78900146484375,429.5140075683594,441.72100830078125,441.72100830078125,1404179968,1,1246.300048828125,1249.300048828125,1241.5,1245.199951171875,1245.199951171875,157.0,0.0,93.80000305175781,94.07499694824219,93.78500366210938,93.8740005493164,93.8740005493164,26429.0,0.0,265.1600036621094,265.5199890136719,264.0299987792969,265.510009765625,239.87144470214844,76563900.0,1.0,378281067.0,45393728105.40767
2017-12-11,244.9510040283203,281.0329895019531,244.14300537109375,279.66900634765625,279.66900634765625,152496992,1,15427.400390625,17513.900390625,15404.7998046875,16936.80078125,16936.80078125,12153900032,1,440.3580017089844,516.968994140625,439.10400390625,515.135986328125,515.135986328125,1771440000,1,1248.4000244140625,1249.199951171875,1239.9000244140625,1243.699951171875,1243.699951171875,146.0,0.0,93.86000061035156,93.95500183105469,93.6500015258789,93.84300231933594,93.84300231933594,18697.0,1.0,266.30999755859375,266.3800048828125,265.4800109863281,266.30999755859375,240.59414672851562,83077500.0,1.0,376356127.3,45162735331.614845
2017-12-12,281.4909973144531,319.8970031738281,281.18798828125,308.0669860839844,308.0669860839844,271785984,0,16919.80078125,17781.80078125,16571.599609375,17415.400390625,17415.400390625,14603799552,0,522.2860107421875,657.3179931640625,504.4939880371094,651.4310302734375,651.4310302734375,5179829760,1,1241.300048828125,1244.4000244140625,1236.5,1238.5,1238.5,692.0,1.0,93.8949966430664,94.20999908447266,93.74500274658203,94.08000183105469,94.08000183105469,30859.0,0.0,267.2099914550781,267.32000732421875,266.3500061035156,266.7799987792969,241.01882934570312,85195800.0,0.0,377554146.4,45306497628.69686
2017-12-13,307.4309997558594,330.34600830078125,284.7439880371094,305.7449951171875,305.7449951171875,248583008,1,17500.0,17653.099609375,16039.7001953125,16408.19921875,16408.19921875,12976900096,1,644.906005859375,747.9929809570312,597.7979736328125,702.7670288085938,702.7670288085938,4524539904,0,1241.9000244140625,1254.5,1239.800048828125,1245.4000244140625,1245.4000244140625,349.0,1.0,94.01499938964844,94.09500122070312,93.33999633789062,93.41899871826172,93.41899871826172,29826.0,1.0,267.05999755859375,267.55999755859375,266.6499938964844,266.75,240.99169921875,102905400.0,0.0,376101592.1,45132191110.37847
2017-12-14,303.2640075683594,335.5270080566406,301.39599609375,325.20599365234375,325.20599365234375,261052992,0,16384.599609375,17085.80078125,16185.900390625,16564.0,16564.0,13777399808,1,700.593994140625,753.1209716796875,664.989013671875,695.8159790039062,695.8159790039062,3821580032,0,1252.9000244140625,1257.699951171875,1250.300048828125,1253.800048828125,1253.800048828125,139.0,1.0,93.37999725341797,93.7699966430664,93.2750015258789,93.47899627685547,93.47899627685547,29826.0,1.0,267.0899963378906,267.2200012207031,265.6000061035156,265.6600036621094,240.00697326660156,100666700.0,1.0,362946914.8,43553629831.62847
2017-12-15,325.6059875488281,326.07598876953125,296.0780029296875,312.3219909667969,312.3219909667969,163054000,1,16601.30078125,18154.099609375,16601.30078125,17706.900390625,17706.900390625,14309999616,1,696.3759765625,697.1320190429688,621.0609741210938,684.447998046875,684.447998046875,2758710016,1,1253.0999755859375,1260.300048828125,1253.0999755859375,1254.300048828125,1254.300048828125,578.0,1.0,93.56999969482422,93.99500274658203,93.40499877929688,93.92900085449219,93.92900085449219,542.0,0.0,265.45001220703125,267.0400085449219,265.3900146484375,266.510009765625,242.0055694580078,144610300.0,1.0,420981619.0,50517794343.176056
2017-12-16,312.6099853515625,331.5429992675781,311.71099853515625,327.3210144042969,327.3210144042969,164860992,1,17760.30078125,19716.69921875,17515.30078125,19497.400390625,19497.400390625,12740599808,0,686.1920166015625,718.385009765625,680.7860107421875,696.208984375,696.208984375,2165690112,1,1253.0999755859375,1260.300048828125,1253.0999755859375,1254.300048828125,1254.300048828125,578.0,1.0,93.56999969482422,93.99500274658203,93.40499877929688,93.92900085449219,93.92900085449219,542.0,0.0,265.45001220703125,267.0400085449219,265.3900146484375,266.510009765625,242.0055694580078,144610300.0,1.0,448928889.9,53871466844.628975
2017-12-17,328.0580139160156,365.2439880371094,327.2720031738281,351.37298583984375,351.37298583984375,278704992,1,19475.80078125,20089.0,18974.099609375,19140.80078125,19140.80078125,13314599936,0,696.2369995117188,735.8250122070312,696.2369995117188,719.9749755859375,719.9749755859375,2147389952,1,1253.0999755859375,1260.300048828125,1253.0999755859375,1254.300048828125,1254.300048828125,578.0,1.0,93.56999969482422,93.99500274658203,93.40499877929688,93.92900085449219,93.92900085449219,542.0,0.0,265.45001220703125,267.0400085449219,265.3900146484375,266.510009765625,242.0055694580078,144610300.0,1.0,469588658.4,56350639069.01743
2017-12-18,353.0660095214844,381.5119934082031,332.0920104980469,381.5119934082031,381.5119934082031,217306000,0,19106.400390625,19371.0,18355.900390625,19114.19921875,19114.19921875,14839499776,0,721.7319946289062,803.927978515625,689.2310180664062,794.64501953125,794.64501953125,3249230080,1,1256.199951171875,1262.4000244140625,1255.699951171875,1262.199951171875,1262.199951171875,45.0,0.0,94.0,94.0199966430664,93.57499694824219,93.5199966430664,93.5199966430664,14677.0,0.0,268.1000061035156,268.6000061035156,267.9800109863281,268.20001220703125,243.5401611328125,83653600.0,0.0,463499688.7,55619962700.00349
2017-12-19,381.0660095214844,406.03399658203125,346.9419860839844,377.2359924316406,377.2359924316406,317292000,1,19118.30078125,19177.80078125,17275.400390625,17776.69921875,17776.69921875,16894499840,0,793.9010009765625,881.9439697265625,785.3419799804688,826.822998046875,826.822998046875,4096549888,0,1261.0999755859375,1264.300048828125,1259.5,1260.699951171875,1260.699951171875,329.0,1.0,93.25499725341797,93.30999755859375,93.01499938964844,93.0270004272461,93.0270004272461,20125.0,0.0,268.4800109863281,268.5299987792969,267.0899963378906,267.1700134277344,242.6049041748047,82382900.0,0.0,457964766.5,54955772035.150345
2017-12-20,375.7139892578125,476.39801025390625,329.95001220703125,469.197998046875,469.197998046875,498648000,0,17760.30078125,17934.69921875,16077.7001953125,16624.599609375,16624.599609375,22149699584,0,827.5159912109375,845.06201171875,756.0040283203125,819.0859985351562,819.0859985351562,3969939968,1,1261.300048828125,1266.5999755859375,1261.300048828125,1266.0999755859375,1266.0999755859375,63.0,1.0,93.03500366210938,93.12000274658203,92.75,92.89099884033203,92.89099884033203,12899.0,0.0,268.2699890136719,268.3299865722656,266.69000244140625,267.0299987792969,242.4777069091797,76751500.0,1.0,476312600.7,57157512140.64436
2017-12-21,470.2869873046875,470.2869873046875,390.5509948730469,417.9800109863281,417.9800109863281,354020992,0,16642.400390625,17567.69921875,15342.7001953125,15802.900390625,15802.900390625,16516599808,0,820.2360229492188,880.5430297851562,792.6890258789062,821.06298828125,821.06298828125,3569060096,0,1266.4000244140625,1267.4000244140625,1264.300048828125,1267.300048828125,1267.300048828125,226.0,1.0,92.92500305175781,93.09500122070312,92.81500244140625,92.86199951171875,92.86199951171875,9375.0,1.0,267.739990234375,268.3900146484375,267.29998779296875,267.5799865722656,242.97720336914062,67032300.0,0.0,461842670.9,55421120558.99306
2017-12-22,419.52899169921875,423.4219970703125,255.66799926757812,346.1130065917969,346.1130065917969,334616992,1,15898.0,15943.400390625,11833.0,13831.7998046875,13831.7998046875,22197999616,1,822.6430053710938,827.6829833984375,543.7620239257812,674.8599853515625,674.8599853515625,4977710080,1,1266.300048828125,1276.300048828125,1266.300048828125,1275.4000244140625,1275.4000244140625,119.0,1.0,93.0,93.07499694824219,92.87000274658203,92.92400360107422,92.92400360107422,9375.0,0.0,267.6000061035156,267.6400146484375,266.8999938964844,267.510009765625,242.91360473632812,78720900.0,0.0,451295523.0,54155462791.0
